Name:,Marcia Ahn
Email:,mfa5876@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,Data by Marcia; small fixes by Adam

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
718,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 247 MPa,1116.8,6.135e-05,None,s-1,F10,10.1016/j.addma.2019.100999
719,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 247 MPa,1142.0,0.00015777,None,s-1,F10,10.1016/j.addma.2019.100999
720,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 165 MPa,1056.6,1.1877e-06,None,s-1,F10,10.1016/j.addma.2019.100999
720,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 165 MPa,1087.7,4.3016e-06,None,s-1,F10,10.1016/j.addma.2019.100999
720,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 165 MPa,1119.9,1.3583e-05,None,s-1,F10,10.1016/j.addma.2019.100999
720,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 165 MPa,1151.9,4.4691e-05,None,s-1,F10,10.1016/j.addma.2019.100999
720,Al40.04 Co5.9 Cr11.92 Hf0.25 Ni41.9,BCC,HIP,None,creep rate,EXP,stress = 165 MPa,1183.8,0.00012821,None,s-1,F10,10.1016/j.addma.2019.100999
721,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001 ,BCT,None,None,creep rate,EXP,stress = 81.6 MPa,1523.0,2.07e-07,None,s-1,F2,10.1016/S1359-6454(98)00434-0
722,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001 ,BCT,None,None,creep rate,EXP,stress = 100 MPa,1523.0,9e-07,None,s-1,F2,10.1016/S1359-6454(98)00434-0
723,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 124 MPa,1523.0,3.81e-06,None,s-1,F2,10.1016/S1359-6454(98)00434-0
724,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 153 MPa,1523.0,1.56e-05,None,s-1,F2,10.1016/S1359-6454(98)00434-0
725,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 190 MPa,1523.0,6.81e-05,None,s-1,F2,10.1016/S1359-6454(98)00434-0
726,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 36.8 MPa,1723.0,1.95e-07,None,s-1,F2,10.1016/S1359-6454(98)00434-0
727,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 45.3 MPa,1723.0,1.07e-06,None,s-1,F2,10.1016/S1359-6454(98)00434-0
728,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 57.3 MPa,1723.0,6.04e-06,None,s-1,F2,10.1016/S1359-6454(98)00434-0
729,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 73.8 MPa,1723.0,4.17e-05,None,s-1,F2,10.1016/S1359-6454(98)00434-0
730,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 92.7 MPa,1723.0,0.000242,None,s-1,F2,10.1016/S1359-6454(98)00434-0
731,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 20 MPa,2023.0,2.53e-07,None,s-1,F2,10.1016/S1359-6454(98)00434-0
732,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 23.4 MPa,2023.0,1.7e-06,None,s-1,F2,10.1016/S1359-6454(98)00434-0
733,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 27.3 MPa,2023.0,1.21e-05,None,s-1,F2,10.1016/S1359-6454(98)00434-0
734,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 32.4 MPa,2023.0,0.000105,None,s-1,F2,10.1016/S1359-6454(98)00434-0
735,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 37.6 MPa,2023.0,0.000592,None,s-1,F2,10.1016/S1359-6454(98)00434-0
736,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 14.3 MPa,2323.0,2.68e-07,None,s-1,F2,10.1016/S1359-6454(98)00434-0
737,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 15.5 MPa,2323.0,1.96e-06,None,s-1,F2,10.1016/S1359-6454(98)00434-0
738,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 17 MPa,2323.0,1.35e-05,None,s-1,F2,10.1016/S1359-6454(98)00434-0
739,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 18.6 MPa,2323.0,0.000108,None,s-1,F2,10.1016/S1359-6454(98)00434-0
740,Ta97.141 W2.5 Nb0.15 O0.004 N0.002 C0.003 Fe0.19 Mo0.009 Zr0.001,BCT,None,None,creep rate,EXP,stress = 20.7 MPa,2323.0,0.000887,None,s-1,F2,10.1016/S1359-6454(98)00434-0
741,Mo,BCC,None,None,creep rate,EXP,stress = 10.1 MPa,1850.0,8.05e-06,None,s-1,F2,10.1016/S0924-0136(99)00013-8
742,Mo,BCC,None,None,creep rate,EXP,stress = 16.1 MPa,1850.0,6.76e-05,None,s-1,F2,10.1016/S0924-0136(99)00013-8
743,Mo,BCC,None,None,creep rate,EXP,stress = 24.8 MPa,1850.0,0.000448,None,s-1,F2,10.1016/S0924-0136(99)00013-8
744,Mo,BCC,None,None,creep rate,EXP,stress = 49.4 MPa,1850.0,0.00925,None,s-1,F2,10.1016/S0924-0136(99)00013-8
745,Mo91 Hf0.9,BCC,None,None,creep rate,EXP,stress = 10 MPa,1850.0,8e-10,None,s-1,F2,10.1016/S0924-0136(99)00013-8
746,Mo91 Hf0.9,BCC,None,None,creep rate,EXP,stress = 19.6 MPa,1850.0,5.99e-08,None,s-1,F2,10.1016/S0924-0136(99)00013-8
747,Mo91 Hf0.9,BCC,None,None,creep rate,EXP,stress = 36.4 MPa,1850.0,2.76e-06,None,s-1,F2,10.1016/S0924-0136(99)00013-8
748,Mo91 Hf0.9,BCC,None,None,creep rate,EXP,stress = 65.4 MPa,1850.0,0.0001,None,s-1,F2,10.1016/S0924-0136(99)00013-8
749,Mo91 Hf0.9,BCC,None,None,creep rate,EXP,stress = 117 MPa,1850.0,0.00482,None,s-1,F2,10.1016/S0924-0136(99)00013-8
750,Mo98.5 Hf1.5,BCC,None,None,creep rate,EXP,stress = 10.5 MPa,1850.0,0.805,None,s-1,F2,10.1016/S0924-0136(99)00013-8
751,Mo98.5 Hf1.5,BCC,None,None,creep rate,EXP,stress = 16.3 MPa,1850.0,1.3e-09,None,s-1,F2,10.1016/S0924-0136(99)00013-8
752,Mo98.5 Hf1.5,BCC,None,None,creep rate,EXP,stress = 27.1 MPa,1850.0,3.58e-08,None,s-1,F2,10.1016/S0924-0136(99)00013-8
753,Mo98.5 Hf1.5,BCC,None,None,creep rate,EXP,stress = 45.2 MPa,1850.0,8.1e-07,None,s-1,F2,10.1016/S0924-0136(99)00013-8
754,Mo98.5 Hf1.5,BCC,None,None,creep rate,EXP,stress = 81.7 MPa,1850.0,3.23e-05,None,s-1,F2,10.1016/S0924-0136(99)00013-8
755,Mo97 Hf3,BCC,None,None,creep rate,EXP,stress = 10.5 MPa,1850.0,0.0,None,s-1,F2,10.1016/S0924-0136(99)00013-8
756,Mo97 Hf3,BCC,None,None,creep rate,EXP,stress = 17.5 MPa,1850.0,7e-10,None,s-1,F2,10.1016/S0924-0136(99)00013-8
757,Mo97 Hf3,BCC,None,None,creep rate,EXP,stress = 28.7 MPa,1850.0,1.46e-08,None,s-1,F2,10.1016/S0924-0136(99)00013-8
758,Mo97 Hf3,BCC,None,None,creep rate,EXP,stress = 43.9 MPa,1850.0,2.06e-07,None,s-1,F2,10.1016/S0924-0136(99)00013-8
759,Mo97 Hf3,BCC,None,None,creep rate,EXP,stress = 75.5 MPa,1850.0,5.91e-06,None,s-1,F2,10.1016/S0924-0136(99)00013-8
760,Mo97 Hf3,BCC,None,None,creep rate,EXP,stress = 112 MPa,1850.0,7.23e-05,None,s-1,F2,10.1016/S0924-0136(99)00013-8
761,Al13.61 Cr4.71 Hf0.03 Mo0.64 Ni73.28 Re1.31 Ru2.42 Ta1.69 Ti0.64 W1.66 ,FCC+gamma,None,None,creep rate,EXP,stress = 840 MPa,1033.0,5.15e-07,None,s-1,T4,10.1016/j.msea.2004.07.016
762,Al13.61 Cr4.71 Hf0.03 Mo0.64 Ni73.28 Re1.31 Ru2.42 Ta1.69 Ti0.64 W1.66 ,FCC+gamma,None,None,creep rate,EXP,stress = 840 MPa,1033.0,2.23e-07,None,s-1,T4,10.1016/j.msea.2004.07.016
763,Al13.61 Cr4.71 Hf0.03 Mo0.64 Ni73.28 Re1.31 Ru2.42 Ta1.69 Ti0.64 W1.66 ,FCC+gamma,None,None,creep rate,EXP,stress = 840 MPa,1033.0,1e-07,None,s-1,T4,10.1016/j.msea.2004.07.016
764,Al11.62 Co6.65 Cr9.04 Mo1.26 Ni65.54 Ta2.63 Ti1.39 W1.87 ,FCC+gamma,None,None,creep rate,EXP,stress = 840 MPa,1033.0,1.4e-07,None,s-1,T4,10.1016/j.msea.2004.07.016
765,Al11.62 Co6.65 Cr9.04 Mo1.26 Ni65.54 Ta2.63 Ti1.39 W1.87 ,FCC+gamma,None,None,creep rate,EXP,stress = 840 MPa,1033.0,6.6e-08,None,s-1,T4,10.1016/j.msea.2004.07.016
766,Al11.62 Co6.65 Cr9.04 Mo1.26 Ni65.54 Ta2.63 Ti1.39 W1.87 ,FCC+gamma,None,None,creep rate,EXP,stress = 840 MPa,1033.0,1.4e-07,None,s-1,T4,10.1016/j.msea.2004.07.016
767,Mo83 Si9 B8 ,BCC,None,None,creep rate,EXP,stress = 50 MPa,1473.0,3.9e-06,None,s-1,T1,10.1016/j.intermet.2013.08.017 
768,Mo82 Si9 B8 Zr1,BCC,None,None,creep rate,EXP,stress = 50 MPa,1473.0,1e-06,None,s-1,T1,10.1016/j.intermet.2013.08.017 
769,Mo81 Si9 B8 Zr2 ,BCC,None,None,creep rate,EXP,stress = 50 MPa,1473.0,5e-07,None,s-1,T1,10.1016/j.intermet.2013.08.017
770,Mo79 Si9 B8 Zr4 ,BCC,None,None,creep rate,EXP,stress = 50 MPa,1473.0,1.5e-06,None,s-1,T1,10.1016/j.intermet.2013.08.017
771,Al11.07 Mo0.59 Nb0.78 Si0.74 Sn1.67 Ti82.86 W0.37 Zr1.92,HCP,None,None,creep rate,EXP,stress = 150 MPa,923.0,3.35e-08,None,s-1,T2,10.1016/j.msea.2020.140487
772,Al11.07 Mo0.59 Nb0.78 Si0.74 Sn1.67 Ti82.86 W0.37 Zr1.92,HCP,None,None,creep rate,EXP,stress = 200 MPa,923.0,4.68e-07,None,s-1,T2,10.1016/j.msea.2020.140487
773,Al11.07 Mo0.59 Nb0.78 Si0.74 Sn1.67 Ti82.86 W0.37 Zr1.92,HCP,None,None,creep rate,EXP,stress = 250 MPa,923.0,1.27e-06,None,s-1,T2,10.1016/j.msea.2020.140487
774,Al11.07 Mo0.59 Nb0.78 Si0.74 Sn1.67 Ti82.86 W0.37 Zr1.92,HCP,None,None,creep rate,EXP,stress = 200 MPa,948.0,1.45e-06,None,s-1,T2,10.1016/j.msea.2020.140487
775,Al11.07 Mo0.59 Nb0.78 Si0.74 Sn1.67 Ti82.86 W0.37 Zr1.92,HCP,None,None,creep rate,EXP,stress = 200 MPa,898.0,7.63e-08,None,s-1,T2,10.1016/j.msea.2020.140487
